actor,date,external_actors,text_en
SAC (SSPC) 1,23/10/2022 16:01,West,"Handcuffed (Essay Wah), Kyaw Thet, I already knew that all of you would say something stupid...
It came out as expected..
Who started the attack on Kawkareik? Did you not know that there were not only the army and police but also the people who were based in Kawkareik?
As the KNU has always done, they shot at anyone who was not their own people, and the people of Kawkareik were killed and injured. The people of Kawkareik know it all...
And there is one more thing that was hidden in the statement...
The statement said that they fought with 3 leading attackers, and they wanted to leave out your leader, Nel Da Mya, who killed 25 road workers at Uhu Chaung.. I already knew everything...
Before you attacked Kawkareik, you spread the news that the assassin Nel Da Mya was already in the United States.. After investigating, it turned out that it was not true and that Nel Da Mya had already reached Kawkareik..
According to an insider, 2 more I received accurate information that Kawkareik would be attacked within days...I also learned that the leader and strategist of the attack was the traitor Neda Mya...Don't hide and cover up...
Know that you will pay for the innocent people of different religions (we are Buddhists) you killed, all you KNU terrorists...
(Let those who are angry for their own people and religion be angry)

Lin Nay"
SAC (SSPC) 1,23/10/2022 18:16,China,"🇨🇳 Hu Jintao taken to rest room after being escorted by security guards from a meeting of the Communist Party of China, Xinhua News Agency reported 

Former President Hu Jintao was taken from a meeting of the Communist Party of China by security guards, according to Chinese media reports. After a video of Hu Jintao being escorted from the meeting by security guards went viral, the matter attracted much attention. 

However, China's state-run Xinhua News Agency reported that the former president was unwell. ""Hu Jintao is taking time to recover, but he wanted to attend the closing ceremony of the 20th National Congress,"" it said on Twitter on Saturday evening. 

Another report said, ""When he fell ill during the meeting, his staff took him to a rest room for his health, and his condition is now improving."" Hu Jintao, 79, was China's president for 10 years. 

News Of Myanmar NOM
 
 Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,23/10/2022 19:43,Thailand,A welcoming ceremony was held at 10:00 a.m. on October 23 under the Thai-Myanmar Friendship Bridge No. 1 to honor the border guards who have entered the city to ensure the security of Myawaddy.
SAC (SSPC) 1,24/10/2022 19:48,West,"🇺🇸📧US Republican National Committee sues Google over election campaign 

The US Republican National Committee (RNC) sued Google on Friday, alleging that Google marked up to 22 million emails as spam. The RNC filed a lawsuit in U.S. District Court in California alleging that the company acted in a politically discriminatory manner. 

“Google marked millions of RNC emails as spam, targeting potential donors and supporters in its campaign fundraising and community building efforts,” the RNC said. The tech giant denied the allegations, saying it did not filter emails based on political affiliation. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,24/10/2022 21:31,"Russia, West","🇮🇷🇪🇺Iranian general mocks EU 

A top Iranian general, accused of supplying Russia with the latest drones and subject to EU sanctions, has mocked the EU by telling it to sell its seized assets and buy coal for the coming winter.

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,24/10/2022 23:19,Russia,"■ In fact, we have been praying for this kind of military strategy for a long time. We want to use the system of counterattacking the EAOs’ brigades and headquarters every time we reach an administrative area in the Union. Russia has been using drones mainly in the current Ukraine-Russia war. Now, the Tatmadaw should have attacked the main EAOs’ positions hard every time its own military line is seriously injured. In any case, we especially welcome this retaliation for the military areas in Sagaing Region and for the monks killed by the KIA in Moe Kaung. We especially hope for a similar retaliation in the KNU area where the city capture battle took place. The NCA should only be for peace. If you are trying to politically adopt the NUG and PDF and attack to destroy the Tatmadaw, you need to be aware that the Tatmadaw’s history has never been so cruel. 

#ຫົນີນ"
SAC (SSPC) 1,25/10/2022 01:17,Russia,"🇩🇪🇺🇦German Chancellor says 1 million Ukrainian refugees have arrived in Germany since Russia's military operation in Ukraine began

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,25/10/2022 18:53,West,"🇺🇸🇷🇺Democrats urge Biden to negotiate with Putin 

Up to 30 Democratic congressmen have urged US President Joe Biden to negotiate directly with Putin to achieve peace. For the first time, members of Biden's party have urged the US to change its approach to the Ukraine crisis, the Washington Post reported. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,25/10/2022 20:53,Thailand,"3 people together
-
I heard that Nedda Mya, Yan Naing, and Kyaw Thet, the three of them, are planning to 'slaughter meat that is not edible' because they have no food.
When Thailand officially declared them terrorists, their assets in Thailand were frozen.
They can no longer go to Thailand, nor can they receive treatment
So they have to return to Myanmar.
On the Myanmar side, they need to create an area where they can exercise power, so they say they will harvest the Kawkaew.
When the army is well-prepared, they have to run away again.
They are not satisfied, and later the NUG also blames them for not being able to win, so they will do this kind of thing again in the future.
That way they will get subsidies.
They can't do business with Thailand, and there is a division between those who accept and those who don't accept their group in the KNU, so they can't do business in this land either.
Finally, when the war is over, they will join forces with the NUG and carry out terrorist attacks.
The security forces in Myawaddy and Kyaw Inn Port will need to be very careful and careful.
Lin Nay"
SAC (SSPC) 1,25/10/2022 21:12,China,"Unexploded Chinese hand grenade found in Shwe Pyi Thar

NOM October 25, 2022

An unexploded hand grenade was found near a garbage dump at the corner of Mawbye and Bo Taik Chun Roads, Hlawka T/15 Ward, Shwe Pyi Thar Township, Yangon Region, at 3:30 p.m. on October 25.

Upon inspection, the security team determined that it was an unexploded Chinese hand grenade, so they set up a barricade nearby and detonated the explosives at 5 p.m.

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
SAC (SSPC) 1,25/10/2022 21:13,"UN, West","Strongly protesting the statements of some Western countries, including the United States, and the irresponsible statements of the spokespersons of the UN Secretary-General

The reports that innocent people and some Kachin singers were killed in the military airstrike on a music concert in Hpakant are just rumors, according to the relevant authorities.

The area where the incident occurred is the base of the KIA Brigade (9) and their military operations, not a residential area for the public, and is a restricted area that the public cannot enter.

In that area, the KIA, in collaboration with the PDF terrorists, has been frequently attacking and sabotaging security forces’ camps, and has also been firing on passenger boats traveling along the Ayeyarwady River, prompting the security forces to conduct necessary counter-operations. 

The recent reports on social media and news media that more than 50 people and artists were killed in the airstrike are just rumors.

Unconfirmed reports indicate that KIA officials and PDF terrorists were killed.

Security forces are conducting counter-insurgency operations and operations necessary for regional stability and peace in accordance with the Rules of Engagement (ROE) and existing laws.

Following this incident, some Western countries, including the United States, and the spokespersons of the UN Secretary-General, who have been publishing biased reports based on unverified social media reports by anti-government groups, media outlets, and others, are urged to thoroughly investigate the incident and release news if it is not accurate and accurate. The Ministry of Foreign Affairs has issued stern warnings to relevant embassies and the UN, stating that such reports are an intentional dissemination of false information and rumors, and that they are interfering in internal affairs, violating the provisions of the UN Charter and internationally recognized conventions on diplomatic relations. 

In particular, it is important to reiterate the importance of respecting the principle of non-interference in the internal affairs of other States, as enshrined in Article 2(7) of the UN Charter.

Ministry of Foreign Affairs
Nay Pyi Taw
Dated 25 October 2022"
SAC (SSPC) 1,25/10/2022 22:18,Russia,"🇺🇦⚽🇮🇷FIFA under pressure to replace Iran with Ukraine in World Cup

The president of Ukrainian club Shakhtar Donetsk has said that FIFA should replace Iran with Ukraine in the upcoming World Cup in Qatar. The EU has imposed sanctions on Iran for its support and support for Russia in the war in Ukraine. 

Russia has been banned from international football and FIFA is under pressure to do the same for Iran. Iran qualified, while Ukraine was eliminated after losing to Wales. 

News Of Myanmar NOM

Channel: https://t.me/newsofmyanmar"
